Id,Title,Merchant,Categories,Description,Terms,Coupon Code,URL,Status,Start Date,End Date,Offer Added At,Image URL,Campaign ID,Campaign Name
122744,"Limited Edition US 250 Watch Available Now, Starting at $1776 USD!",Marathonwatch,Sports,"Unlock fantastic discounts on our new US 250 Limited Edition Watch!Buy online for a starting price of $1776 USD.All users can benefit from this special offer!Hurry, enhance your collection with this exquisite timepiece!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.marathonwatch.com/products/us-250-le,live,2026-05-13,2026-10-31,13/05/2026,https://cdn0.cuelinks.com/campaigns/29593/original/New_Project_-_2025-12-12T103616.479.png?1765516005,29593,Marathonwatch
122758,Travel Smart: Grab Up to 180% Points with Malaysia Airlines Now!,Malaysia Airlines,Travel,"Great news! This offer is accessible to all users.Earn an amazing up to 180% Points on flights.Redemption starts as low as 2,100 Points.Shop now to make the most of your travel!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.malaysiaairlines.com/in/en/home.html,live,2026-05-13,2026-12-31,13/05/2026,https://cdn0.cuelinks.com/campaigns/3487/original/1180_IfpM0Hp9.jpg?1683627413,3487,Malaysia Airlines
122795,Grab Your Drink Fix: Enjoy Up to 60% Off on Juices & More with Flipkart Minutes!,Flipkart,Others,No need to meet a minimum order requirement!Everyone can take advantage of this fantastic offer.Enjoy discounts up to 60% on a variety of drinks and juices.Get your order delivered in 10 minutes. Claim your savings!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.flipkart.com/flipkart-minutes-store,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_store_logo.jpeg?1716525370,1,Flipkart
122806,Discover 10% Off and Unlimited Luggage on DFDS Bookings!,Dfds,Travel,Save 10% when you book your cabin and vehicle today.Your luggage is limitless—bring it all!Limited to selected travel dates.Secure your adventure now—act fast!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.dfds.com/en/passenger-ferries/offers,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/7205/original/New_Project_-_2024-07-15T100302.979.png?1721018006,7205,dfds
122808,Get 15% Off Your Return Adventure to Newcastle!,Dfds,Travel,"Take advantage of a 15% savings on both vehicle and cabin booking.Valid for return travel from Jmuiden to Newcastle.No promo code necessary—just enjoy the discount!Hurry, this exclusive offer is time-sensitive!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.dfds.com/en/passenger-ferries/offers,live,2026-05-14,2027-01-01,14/05/2026,https://cdn0.cuelinks.com/campaigns/7205/original/New_Project_-_2024-07-15T100302.979.png?1721018006,7205,dfds
122833,Grab a 50% Off on Your Next Mini Cruise Experience!,Dfds,Travel,Score a whopping 50% discount on a round-trip mini cruise from NewCastle to Amsterdam.Offers are valid for all guests.Act fast—this deal won’t last long!Book your adventure and enjoy the savings!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.dfds.com/en/passenger-ferries/offers,live,2026-05-14,2026-09-30,14/05/2026,https://cdn0.cuelinks.com/campaigns/7205/original/New_Project_-_2024-07-15T100302.979.png?1721018006,7205,dfds
122837,Save Big: Up to 60% Off on BTS Concert Tickets!,Viagogo,Entertainment,Available for all customers!Get up to 60% off on your BTS concert experience.Seize this special chance before it’s gone!Claim your savings and secure your tickets now!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.viagogo.com/Concert-Tickets/Pop-Rock/Asian-Pop/Korean-Pop/BTS-Tickets,live,2026-05-14,2026-10-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/1736/original/logo20250811-880075-gg0aon.jpg?1754903754,1736,Viagogo
122839,Limited Time: Enjoy Up to 40% Off Electric Daisy Carnival Tickets!,Viagogo,Entertainment,"Purchase Electric Daisy Carnival Tickets via the Viagogo website or mobile site.This deal is for all users!Limited availability, so don't delay!Take advantage of this offer today!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.viagogo.com/Festival-Tickets/International-Festivals/Electric-Daisy-Carnival-Tickets,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/1736/original/logo20250811-880075-gg0aon.jpg?1754903754,1736,Viagogo
122843,Chic Kurtis & Suits for Women: Enjoy Savings Up to 90%!,Meesho,Others,"Step into elegance with beautiful kurtis for women, perfectly priced for every fashionista.Get amazing deals of up to 90% Off!This offer is open to every shopper!Claim extra discounts during your checkout process!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.meesho.com/women-kurtis/pl/3j0,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/76953/original/New_Project_-_2026-08-07T121913.630.png?1786085385,76953,Meesho
122844,Grab the Best Perfume Collection for Men: Up to 85% Off!,Meesho,Others,"Shop trendy, long-lasting fragrances crafted for men at stellar pricesNo minimum spending required - everyone can enjoy!Enjoy complimentary shipping on every purchaseClaim your savings and try something new!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.meesho.com/men-perfumes/clp/2ykl,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/76953/original/New_Project_-_2026-08-07T121913.630.png?1786085385,76953,Meesho
122848,Enjoy Up to 70% Discount on Authentic Ayurvedic Herbal Supplements!,HyugaLife,Sports,"Find your favorite Ayurvedic herbal supplements on the HyugaLife website.This exclusive offer is valid for all customers!Support your health naturally with supplements that boost immunity, energy, and digestive health.Buy now and unlock the secret to holistic wellness at great prices!",,"",https://linksredirect.com/?pub_id=203477&url=https://hyugalife.com/product-category/ayurvedic-herbal-supplements,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/5280/original/logo20250811-2181357-1o3pevk.jpg?1754903704,5280,Hyugalife
122853,Get Rs.200 Off When You Order Above Rs.849!,Swiggy,Others, Snag Rs.200 off for orders exceeding Rs.849! This enticing offer is valid at select restaurants. You can enter the coupon code once every 2 hours for this restaurant. Experience convenience and flavor—put in your order now! ,,CELEBRATIONS ,https://linksredirect.com/?pub_id=203477&url=https://www.swiggy.com/,live,2026-05-14,2027-01-01,14/05/2026,https://cdn0.cuelinks.com/campaigns/2194/original/logo20250811-880075-1uw856x.jpg?1754903716,2194,Swiggy
122855,Grab Rs.75 Off Orders Above Rs.199!,Swiggy,Others, Enjoy a flat Rs.75 discount on orders of Rs.199 or more! Valid only at selected restaurants for a limited time. Use the coupon code once every 2 hours. Order now for great food and savings! ,,FLAT75,https://linksredirect.com/?pub_id=203477&url=https://www.swiggy.com/,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/2194/original/logo20250811-880075-1uw856x.jpg?1754903716,2194,Swiggy
122860,Save Up to 50% on Lenovo Laptops + Enjoy Free Delivery,Reliance Digital,Electronics,"Find incredible deals on Lenovo laptops, perfect for gaming or home office use.Prices starting from Rs. 34,499—shop now!Add to your savings with exclusive bank card discounts.Act fast and grab this amazing offer!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.reliancedigital.in/collection/lenovo-laptops?is_available=true&internal_source=lp&internal_medium=tile&internal_campaign=laptop&page_no=1&page_size=12&page_type=number,live,2026-05-14,2026-10-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/3955/original/Reliance_Degital.png?1579677523,3955,Reliance Digital
122869,Sleep Better & Stress Less: Natural Supplements from Rs. 599,Wellbeing Nutrition,"Food & Grocery,Entertainment,Services",Say goodbye to restless nights and hello to serenity with our natural options.Shop the Wellbeing Nutrition website for all your needs.Prices starting from Rs. 599 make wellness accessible.Order now and receive free shipping!,,"",https://linksredirect.com/?pub_id=203477&url=https://wellbeingnutrition.com/collections/natural-sleep-aids?sort_by=price-ascending,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/4469/original/New_Project_-_2021-07-19T113839.854_%281%29.png?1626675015,4469,Wellbeing Nutrition
122871,Elevate Your Style with Premium Power Sunglasses - Starting at Rs. 2900!,Titan Eye Plus,Services,Titan Eye Plus brings you unbeatable prices on high-quality Power Sunglasses.Get yours online with prices starting from Rs. 2900!Discover a variety of trendy options that catch the eye.Shop today and stand out!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.titaneyeplus.com/power-sunglasses/sort/price,live,2026-05-14,2026-12-31,14/05/2026,https://cdn0.cuelinks.com/campaigns/4498/original/New_Project_-_2021-08-16T182241.030_%281%29.png?1629118425,4498,Titan Eye+
122883,Student Special: Up to 45% Off on All Plans Just for You!,Sider,Artificial Intelligence,"Snag up to 45% off our yearly plans!Exclusively for students – don't let this slip by!Hurry, this is a time-sensitive deal!Elevate your productivity with Sider while keeping your wallet happy!",,"",https://linksredirect.com/?pub_id=203477&url=https://sider.ai/education-pricing?trigger=edu_web_footer,live,2026-05-15,2026-12-31,15/05/2026,https://cdn0.cuelinks.com/campaigns/29413/original/Screenshot_2025-11-17_101146.jpg?1763354537,29413,Sider.ai
122884,Stay Safe Online: Get Norton VPN for Only Rs.58.25/mo!,Norton,Software,Enjoy comprehensive security for just Rs.58.35/mo.No promo code required—quick and convenient!Don’t miss out on this amazing deal!Join the safe surfing revolution today!,,"",https://linksredirect.com/?pub_id=203477&url=https://in.norton.com/products/norton-vpn,live,2026-05-15,2026-12-31,15/05/2026,https://cdn0.cuelinks.com/campaigns/3908/original/logo20250811-2184298-hhp9sp.jpg?1754903844,3908,Norton US
122903,Step into Savings: Women's Salwars & Patialas at Up to 85% Off!,Shopsy,Fashion,Open to every shopper - everyone can benefit!Dive into the new range of Women's Salwars and PatialasStarting prices at Rs. 499 onwardsShop now and refresh your look effortlessly!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.shopsy.in/patiala-salwar-online,live,2026-05-15,2026-12-31,15/05/2026,https://cdn0.cuelinks.com/campaigns/5498/original/download.png?1694092600,5498,Shopsy
122940,Revitalize Your Skin & Hair: Flat 25% Off All Herbal Products!,Moha,Fashion, Receive 25% off on all our herbal skin and hair care products. Apply the coupon code at checkout to enjoy your savings. Offer not applicable on kits and selected products. Limited time offer—shop today! ,,MOHA25,https://linksredirect.com/?pub_id=203477&url=https://www.moha.co.in/shop/,live,2026-05-15,2026-12-31,15/05/2026,https://cdn0.cuelinks.com/campaigns/4406/original/New_Project_%2829%29_%281%29.png?1621940349,4406,Moha
122976,"Experience 20% Off Your Next Adventure in Singapore, Vietnam, Thailand, UK, USA & UAE!",Klook,Travel,Discover travel deals with a fantastic 20% off on in-destination services.Minimum spend of $60 required to unlock your discount.Use your SBI Visa Credit Card to apply the maximum discount of $30.This code can be used two times for each user!,,SBICKLOOK20,https://linksredirect.com/?pub_id=203477&url=https://www.klook.com/en-IN/tetris/promo/sbicvisaoffer/,live,2026-05-18,2026-12-31,18/05/2026,https://cdn0.cuelinks.com/campaigns/3553/original/New_Project_-_2025-05-29T172428.907.png?1748519686,3553,Klook
122987,"Elevate Your Work Game with HP Elitebook X Laptops from Rs. 188,899!",HP India,Electronics,"This deal is open to all users!Buy the exceptional HP Elitebook X Laptops today.Starting price is just Rs. 188,899.Take advantage of our best exchange offers!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.hp.com/in-en/shop/laptops/business-laptops/elitebook-x-laptops.html?product_list_order=price_asc,live,2026-05-18,2026-12-31,18/05/2026,https://cdn0.cuelinks.com/campaigns/2339/original/hp-logo-icon-8.png?1757677299,2339,HP India
122988,Limited Time: Get Up to 30% Off on HP Laser Jet Pro Printers Today!,HP India,Electronics,Open to everyone—don't miss your chance!Enjoy exceptional savings on HP Laser Jet Pro Printers.Hurry—stock won’t last at these prices!Transform your office setup—claim your savings today!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.hp.com/in-en/shop/sale-offers.html?feat=optional-high-capacity-trays,live,2026-05-18,2026-12-31,18/05/2026,https://cdn0.cuelinks.com/campaigns/2339/original/hp-logo-icon-8.png?1757677299,2339,HP India
122991,Limited Offer: Save Up to 20% on Charge Type C from Chargie!,Chargie,Recharge,"Snag the Charge Type C with up to 20% discount, just for you!Prices start at a budget-friendly $29.99.No promo code? No problem!Secure your deal now and boost your battery health!",,"",https://linksredirect.com/?pub_id=203477&url=https://chargie.org/shop/,live,2026-05-18,2026-12-31,18/05/2026,https://cdn0.cuelinks.com/uploads/images/Placeholder-Campaign.png,21432,chargie
122992,Enjoy Up To $20 Off on Laptop Chargie Today!,Chargie,Recharge,"Purchase your Chargie for laptops for only $49.99.Benefit from an incredible 20% off!Accessible to every customer, no exceptions.Click now to grab this deal!",,"",https://linksredirect.com/?pub_id=203477&url=https://chargie.org/shop/,live,2026-05-18,2027-01-31,18/05/2026,https://cdn0.cuelinks.com/uploads/images/Placeholder-Campaign.png,21432,chargie
122993,Get 10% Off Cables & Connectors - Limited Time Offer!,Chargie,Recharge,"Take advantage of this incredible offer and save up to 10% on cables and connectors!Everyone can jump in on this discount!Hurry, such offers don't last long!Claim your savings and enhance your charging setup today!",,"",https://linksredirect.com/?pub_id=203477&url=https://chargie.org/shop/,live,2026-05-18,2026-12-31,18/05/2026,https://cdn0.cuelinks.com/uploads/images/Placeholder-Campaign.png,21432,chargie
123026,Secure Your Online Presence with Mobile Proxies for Only $10,Iproyal,Services,"Get reliable residential mobile proxies featuring dedicated IPs.Starting at just $10, it's a steal!Available to all our customers.Seize the opportunity and shop now!",,"",https://linksredirect.com/?pub_id=203477&url=https://iproyal.com/pricing/mobile-proxies/,live,2026-05-18,2026-09-30,18/05/2026,https://cdn0.cuelinks.com/campaigns/9140/original/New_Project_-_2025-11-17T123926.981.png?1763363387,9140,IPRoyal
123028,Score 30% Off on Our Must-Have Web Unblocker!,Iproyal,Services,Leverage our cutting-edge AI proxy for uninterrupted scraping.Affordable at just $1!Buy now—no code needed!Don’t miss out; enhance your web access today!,,"",https://linksredirect.com/?pub_id=203477&url=https://iproyal.com/,live,2026-05-18,2026-10-31,18/05/2026,https://cdn0.cuelinks.com/campaigns/9140/original/New_Project_-_2025-11-17T123926.981.png?1763363387,9140,IPRoyal
123052,Limited-Time Offer on Small Kitchen Appliances: Up to 85% Off + Extra Savings with Cards,Reliance Digital,Electronics,Find your favorite appliances such as cooktops and vacuum cleaners!All users are eligible for this incredible offer!Score discounts up to 85% at Reliance Digital's online store.Receive free shipping on every order you place.,,"",https://linksredirect.com/?pub_id=203477&url=https://www.reliancedigital.in/sections/small-domestic-appliances,live,2026-05-19,2026-12-31,19/05/2026,https://cdn0.cuelinks.com/campaigns/3955/original/Reliance_Degital.png?1579677523,3955,Reliance Digital
123057,Get Rs. 50 Off Instantly on Wow Skin Science Multani Mitti Face Wash!,DigiHaat,Others,Enter the coupon code and enjoy a flat Rs. 50 off!Exclusively on Wow Skin Science Purifying Multani Mitti Face Wash.Hurry—this opportunity is fleeting!Refresh your skin with this amazing product today!,,WOW50,https://linksredirect.com/?pub_id=203477&url=https://digihaat.in/en/p/beauty/wow-skin-science/wow-skin-science-purifying-multani-mitti-face-wash-oil-control-and-brightening-gel-100-ml?provider_id=1ec3ee5d9ca84e359639818e49257131&bpp_id=ondcseller-prod.costbo.com&domain=ONDC%3ARET13&item_id=01060ba78c6d45aab8fa3359456ccaf7,live,2026-05-19,2026-12-31,19/05/2026,https://cdn0.cuelinks.com/campaigns/56436/original/Screenshot_2026-04-23_155915.jpg?1776940181,56436,Digihaat
123061,Grab Rs. 70 Off Your Bharat Organics Order—Shop Smart!,DigiHaat,Others,No minimum order value to score this discountGet Rs. 70 off instantly!Just enter the coupon code at checkoutHurry up and take a look—save now!,,BHARATORGANICS22,https://linksredirect.com/?pub_id=203477&url=https://digihaat.in/en/store/bharat-organics?location_id=3000136454481&bpp_id=sellerconnect.vikrra.in&provider_id=3000136454481&domain=ONDC%3ARET10,live,2026-05-19,2026-12-31,19/05/2026,https://cdn0.cuelinks.com/campaigns/56436/original/Screenshot_2026-04-23_155915.jpg?1776940181,56436,Digihaat
123073,Electric Chimneys with Discounts Up to 75%!,Croma Retail,Food & Grocery, Enjoy incredible discounts of up to 75% on electric chimneys! Prices begin at only Rs.1994. Elevate your home with modern designs. Grab this deal while it lasts! ,,"",https://linksredirect.com/?pub_id=203477&url=https://www.croma.com/kitchen-appliances/electric-chimneys/c/799,live,2026-05-19,2027-01-31,19/05/2026,https://cdn0.cuelinks.com/campaigns/201/original/Croma_TATA_with_guideline.jpg?1662727302,201,Croma Retail
123074,Get Mobile Chargers & Adapters at an Incredible 55% Off!,Croma Retail,Electronics, Enjoy unmatched savings—up to 55% off! Starting prices from just Rs.2190. Open to all customers for a limited time! Claim your savings and shop now! ,,"",https://linksredirect.com/?pub_id=203477&url=https://www.croma.com/phones-wearables/mobile-accessories/mobile-chargers-adapters/c/534?q=%3Arelevance%3ASG-ManufacturerDetails-Brand%3AApple%3Adelivery_mode%3AHome+Delivery,live,2026-05-19,2027-02-28,19/05/2026,https://cdn0.cuelinks.com/campaigns/201/original/Croma_TATA_with_guideline.jpg?1662727302,201,Croma Retail
123080,Ready for a New Look? Men's Jackets Start at Only Rs.625!,TechnoSport,Entertainment, Shop TechnoSport's latest men's jackets range Prices kick off at an unbeatable Rs.625 Ideal for active lifestyles Grab this deal before it's gone! ,,"",https://linksredirect.com/?pub_id=203477&url=https://www.technosport.in/collections/mens-jackets,live,2026-05-19,2028-02-29,19/05/2026,https://cdn0.cuelinks.com/campaigns/57468/original/Screenshot_2026-05-19_120011.png?1779172368,57468,TechnoSport
123109,Master Video Creation for Just Rs.1722/month!,VEED,Others,Scale your video content with AI innovation.Affordable price of Rs.1722 per month.No promotional code required.Act fast—sign up today!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.veed.io/,live,2026-05-19,2026-10-31,19/05/2026,https://cdn0.cuelinks.com/campaigns/6549/original/New_Project_-_2024-05-10T154439.908.png?1715336096,6549,veed
123117,Grab Exciting Discounts on the Bandhan Collection!,Budget Family Breaks,Travel, Offers open to all customers—join in! Discover stylish pieces in our Bandhan Collection. Refresh your wardrobe with chic accessories. Shop today and enjoy fantastic savings! ,,"",https://linksredirect.com/?pub_id=203477&url=https://www.titan.co.in/titan-wedding-clp.html?lang=en_IN,live,2026-05-19,2027-06-30,19/05/2026,https://cdn0.cuelinks.com/campaigns/48159/original/data.?1774348949,48159,Budget Family Breaks
123119,Get Up to 50% Off on Elegant Minimalist Watches for Women!,Budget Family Breaks,Travel,  Don't miss out on up to 50% off on stunning minimalist watches for women.  Shop incredible styles starting from Rs.449—budget-friendly luxury!  Discover pieces that add a touch of sophistication to any look.  Grab this deal and upgrade your style effortlessly!  ,,"",https://linksredirect.com/?pub_id=203477&url=https://www.titan.co.in/shop/minimalist-watches-for-women?lang=en_IN,live,2026-05-19,2028-01-31,19/05/2026,https://cdn0.cuelinks.com/campaigns/48159/original/data.?1774348949,48159,Budget Family Breaks
123155,Unlock Style with Air Jordan 4 Toro Bravo - Prices from $200.68!,KicksCrew,Fashion,Check out the latest drop: Air Jordan 4 Toro BravoAvailable for everyone who loves sneakersStarting at an unbeatable $200.68Hurry and claim yours while they last!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.kickscrew.com/products/air-jordan-4-toro-bravo-fq8138-600,live,2026-05-20,2026-09-30,20/05/2026,https://cdn0.cuelinks.com/campaigns/4555/original/New_Project_-_2021-10-21T164712.407_%281%29.png?1634815116,4555,Kicks Crew
123156,Step Up Your Game: Latest Kicks Starting at $73.08!,KicksCrew,Fashion,Explore the cutting-edge shoe range at Kicks Crew!Available for all shoppers.Prices beginning from $73.08.Choose your top picks now!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.kickscrew.com/collections/latest-drops?sortBy=price_asc,live,2026-05-20,2026-12-31,20/05/2026,https://cdn0.cuelinks.com/campaigns/4555/original/New_Project_-_2021-10-21T164712.407_%281%29.png?1634815116,4555,Kicks Crew
123162,Get Extra 5% Off Everything You Buy—Limited Time!,Sanskruti,Fashion,Take an extra 5% off all your favorite items.Apply the code at checkout to redeem your discount.No minimum is needed to save!Shop now and enjoy the benefits!,,DDICW05,https://linksredirect.com/?pub_id=203477&url=https://www.sanskrutihomes.in/,live,2026-05-20,2026-09-30,20/05/2026,https://cdn0.cuelinks.com/campaigns/40328/original/New_Project_-_2026-02-09T112134.147.png?1770616313,40328,Sanskruti Homes
123197,Don’t Miss Out: Up to 40% Off CEAT Tyres + Extra Rs. 1000 Discount!,Tyresnmore,Services,Get authentic CEAT tyres delivered to your door with fantastic offers.Enter the coupon code for an extra discount of Rs. 1000!Open to all users—this offer is for you!Elevate your driving experience with top-notch safety and grip!,, TNM1000,https://linksredirect.com/?pub_id=203477&url=https://tyresnmore.com/all/tyre-brands/ceat.html,live,2026-05-20,2026-12-31,20/05/2026,https://cdn0.cuelinks.com/campaigns/37554/original/New_Project_-_2025-12-26T133138.808.png?1766736143,37554,Tyresnmore
123211,"Amazing Savings: Up to 25% Off on Lounger Sofas – Prices Starting at Rs. 24,699!",Sleepyhead,Sports,"Get cozy with our fashionable lounger sofa sets now available at fantastic discounts.Head to Sleepyhead's online store for your perfect match.Starting price is just Rs. 24,699!Free shipping included on every purchase!",,"",https://linksredirect.com/?pub_id=203477&url=https://mysleepyhead.com/collections/lounger-sofa-set,live,2026-05-20,2026-12-31,20/05/2026,https://cdn0.cuelinks.com/campaigns/4180/original/logo-sleep.jpg?1599661420,4180,Sleepyhead
123214,Grab 10% OFF on Your Order of Portronics!,One India Mall,Others," Your chance to save 10% is here! This awesome offer is for everyone! Add the latest gadgets to your cart without breaking the bank. Claim your savings today, don’t wait! ",,PORTRONICS10,https://linksredirect.com/?pub_id=203477&url=https://oneindiamall.com/,live,2026-05-20,2026-12-31,20/05/2026,https://cdn0.cuelinks.com/uploads/images/Placeholder-Campaign.png,56675,One India Mall
123231,Limited Time: Score Up To 80% Off Hosting Domains!,GoDaddy,Services,"Explore unbeatable web hosting options and save up to 80% on domains.Snag a .COM domain for just $0.99!Your first year features a complimentary domain, email, and SSL.Shop today and take your online brand to the next level!",,CJCFOS3,https://linksredirect.com/?pub_id=203477&url=https://www.godaddy.com/en-in,live,2026-05-20,2026-12-31,20/05/2026,https://cdn0.cuelinks.com/campaigns/493/original/logo20250811-880075-10ygspn.jpg?1754903527,493,GoDaddy
123235,Exclusive Offer: Save Up to 60% on Sony Essentials!,Tatacliq,"Gaming,Sports,Travel",Unlock savings of up to 60% on select Sony brand items!Available for all customers—don’t wait!This offer won’t last long—act quickly!Step up your style and tech with these amazing deals!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.tatacliq.com/search?q=sony:relevance:list:listId_634f07976730413eafb2163067e8db9f:inStockFlag:true:category:MSH12,live,2026-05-20,2026-12-31,20/05/2026,https://cdn0.cuelinks.com/uploads/images/Placeholder-Campaign.png,37544,Tatacliq
123257,Limited Time: Save $400 on Your DAT Course!,The Princeton review,Education,Get $400 off our comprehensive DAT course.Now priced at just $1599.All students can take advantage of this offer.Act fast and grab this deal!,,DAT400,https://linksredirect.com/?pub_id=203477&url=https://www.princetonreview.com/medical/dat-test-prep?ceid=nav-gd,live,2026-05-21,2026-12-31,21/05/2026,https://cdn0.cuelinks.com/campaigns/4014/original/The_Price_review.png?1586845585,4014,The Princeton review
123295,Chill Out with New Motorola ACs! Enjoy Up to 45% Off + Extra 10% Off When You Pay with HDFC,Flipkart,Travel, Stay cool this season with Motorola’s latest AC models. Take advantage of hefty savings—up to 45% off! HDFC customers get an extra 10% off as a bonus! Starting at just Rs.28990. Claim your savings today! ,,"",https://linksredirect.com/?pub_id=203477&url=https://www.flipkart.com/j9e/abm/c54/~cs-kn0ixwopnr/pr?sid=j9e%2Cabm%2Cc54&collection-tab-name=Motorola+New+Launched+ACs&pageCriteria=default&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InNvdXJjZUNvbnRlbnRUeXBlIjp7InNpbmdsZVZhbHVlQXR0cmlidXRlIjp7ImtleSI6InNvdXJjZUNvbnRlbnRUeXBlIiwiaW5mZXJlbmNlVHlwZSI6IlNDVCIsInZhbHVlIjoiQUQiLCJ2YWx1ZVR5cGUiOiJTSU5HTEVfVkFMVUVEIn19fX19&nnc=WVCFQ6Q9PGFB_AD&BU=Mixed,live,2026-05-22,2026-12-31,22/05/2026,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_store_logo.jpeg?1716525370,1,Flipkart
123310,Treat Yourself: Free Travel Set with Orders Over Rs.3599!,Indulgeo Essentials,Health & Beauty,Score a free travel set when you shop above Rs.3599.Absolutely no promo code needed to unlock this!Take advantage of this offer while it lasts!Ideal for your on-the-go skincare needs!,,"",https://linksredirect.com/?pub_id=203477&url=https://indulgeoessentials.com/,live,2026-05-22,2026-10-31,22/05/2026,https://cdn0.cuelinks.com/campaigns/57514/original/Screenshot_2026-05-22_102130.png?1779425610,57514,Indulgeo Essentials
123312,"Night Safari Ticket at Mandai Wildlife Reserve, Singapore From only $45.30!",Klook,Travel, Step into a world where wildlife comes alive after sunset! Explore lush trails and meet creatures from around the globe. Ideal for adventure seekers and nature enthusiasts! Act fast to book your nocturnal experience now! ,,"",https://linksredirect.com/?pub_id=203477&url=https://www.klook.com/activity/3928-singapore-night-safari-singapore/?spm=Country.Activity_LIST&clickId=f31192d9c3,live,2026-05-22,2026-09-30,22/05/2026,https://cdn0.cuelinks.com/campaigns/3553/original/New_Project_-_2025-05-29T172428.907.png?1748519686,3553,Klook
123317,Grab Up to 35% Off Love Beauty & Planet & Elevate Your Routine!,Nykaa,Health & Beauty,"Enjoy significant savings on shampoos, conditioners, and more.No need to meet a minimum amount - just dive into savings!This offer is for everyone - join the beauty revolution!Free shipping available for orders over Rs. 299 - shop smart!",,"",https://linksredirect.com/?pub_id=203477&url=https://www.nykaa.com/brands/love-beauty-planet/c/11496?page_no=1&sort=discount,live,2026-05-25,2026-11-30,25/05/2026,https://cdn0.cuelinks.com/campaigns/891/original/open-uri20260422-2537676-1o7bz54.?1776836644,891,Nykaa Beauty
123319,Don't Miss Out: Apple Tablets Now Up to 40% Off + Rs. 3000 Off with Axis/ICICI/SBI Credit Cards!,Reliance Digital,"Entertainment,Electronics",Everyone can take advantage of this amazing offer!Get an incredible 40% off on all Apple Tablets.No minimum spend required to benefit.And enjoy additional Rs. 3000 off if you use Axis/ICICI/SBI cards!,,"",https://linksredirect.com/?pub_id=203477&url=https://www.reliancedigital.in/sections/buy-ipad?internal_source=lp&internal_medium=brands-tile&internal_campaign=tablet-brands,live,2026-05-25,2026-12-31,25/05/2026,https://cdn0.cuelinks.com/campaigns/3955/original/Reliance_Degital.png?1579677523,3955,Reliance Digital
123346,Grab a Flat Rs. 130 Discount on Portronics with Rs. 999+ Purchases!,DigiHaat,Others,"This deal is open to all DigiHaat shoppers!Buy Portronics products and enjoy Flat Rs. 130 Off.Offer valid on transactions above Rs. 999.Plus, enjoy free shipping on your order!",,"",https://linksredirect.com/?pub_id=203477&url=https://digihaat.in/en/search?query=portronics,live,2026-05-25,2026-10-31,25/05/2026,https://cdn0.cuelinks.com/campaigns/56436/original/Screenshot_2026-04-23_155915.jpg?1776940181,56436,Digihaat
123367,Enjoy 20% Off on Wellbeing Nutrition’s Vegan Collagen Powder Now!,Wellbeing Nutrition,"Food & Grocery,Entertainment,Services",Enhance your natural beauty with our Vegan Collagen PowderAffordable starting price of Rs. 1439Free shipping included!Grab this deal and feel fabulous!,,"",https://linksredirect.com/?pub_id=203477&url=https://wellbeingnutrition.com/collections/vegan-collagen,live,2026-05-25,2026-12-31,25/05/2026,https://cdn0.cuelinks.com/campaigns/4469/original/New_Project_-_2021-07-19T113839.854_%281%29.png?1626675015,4469,Wellbeing Nutrition
